URL,Product Name,Selling Price,MRP,Discount,Image URL,Rating,Review Count,Brand,Features
https://www.amazon.in/Samsung-Icyblue-Storage-Snapdragon-Display/dp/B0H2J3PRKV/ref=sr_1_8,"Samsung Galaxy S25 5G (Icyblue, 12GB RAM, 256GB Storage) | Snapdragon 8 Elite for Galaxy | 50MP Triple Camera | 12MP Front Camera | 6.2"" Full HD+ Display | 4000mAh Battery",₹60900.,N/A,25%,https://m.media-amazon.com/images/I/61YWiaTN6KL._SL1500_.jpg,4.4 out of 5 stars,(210),Samsung,"12MP Front Camera: Clear selfies and high-quality video calling experience | Snapdragon 8 Elite for Galaxy Processor: Ultra-fast performance for gaming, multitasking, AI-powered features, and demanding applications | 12GB RAM and 256GB Storage: Seamless multitasking operation with extensive space for apps, photos, videos, and media files | 50MP Triple Camera System: Professional-quality photography with advanced rear camera setup featuring primary sensor, telephoto, and ultra-wide cameras | 6.2-inch Full HD+ Display: Sharp visuals and vibrant colors delivering an immersive viewing experience in a compact form factor | 4000mAh Battery: Long-lasting power to keep you connected throughout the day with reliable battery performance"
https://www.amazon.in/Samsung-Icyblue-Storage-Snapdragon-Display/dp/B0H3G7H1N7/ref=cs_sr_dp_2,"Samsung Galaxy S26 5G (Cobalt Violet, 12GB RAM, 256GB Storage) | Exynos 2600 Processor | 50MP + 12MP Dual Camera | 12MP Front Camera | 6.3"" Full HD+ Display | 4300mAh Li-Ion Battery",₹71999.,N/A,8%,https://m.media-amazon.com/images/I/615cGD-5efL._SL1500_.jpg,4.4 out of 5 stars,(210),Samsung,"Exynos 2600 Processor: Flagship-grade performance for gaming, multitasking, AI-powered features, and productivity | 12GB RAM + 256GB Storage: Fast performance with ample space for apps, photos, videos, and files | 50MP + 12MP Dual Camera System: Capture detailed photos, vibrant colors, and stunning landscapes with advanced imaging capabilities | 12MP Front Camera: High-quality selfies and crystal-clear video calls | 6.3-inch Full HD+ Display: Compact premium display with sharp visuals and immersive viewing experience | 4300mAh Battery: Efficient battery performance optimized for daily productivity and entertainment | Cobalt Violet Finish: Premium Samsung design with a distinctive and elegant appearance | 5G Connectivity: Experience ultra-fast download and upload speeds, seamless streaming, and enhanced network performance for next-generation mobile connectivity"
https://www.amazon.in/Samsung-Icyblue-Storage-Snapdragon-Display/dp/B0FNMQW9HW/ref=cs_sr_dp_3,"Samsung Galaxy S25 FE 5G Smartphone with Galaxy AI (JetBlack, 8GB RAM, 128GB Storage), 12MP Front Camera, ProVisual Engine, Long Battery Life",₹45880.,₹299.67,24%,https://m.media-amazon.com/images/I/4143cMel2GL._SL1000_.jpg,4.4 out of 5 stars,(210),Samsung,"Slimmer, Lighter and Ready to Impress - At just 7.4mm thin and 190 grams light, Galaxy S25 FE is the thinnest and lightest FE yet. Now get more immersive viewing display with slimmest bezel to date along with a floating camera design for a sleek look. Now, it is easier to hold so you can get things done comfortably including hassle free payments through Samsung Wallet. | AI for All - Enter the new era of Galaxy AI with a true AI companion that stays one-step ahead of your needs. Now you can perfect your shots with AI-powered Generative Edit of Photo Assist, remove background noise with Audio Eraser or edit smarter and faster with Auto Trim, seamlessly on the all-new One UI 8.0. And, the best part is you can keep your personal data safe with complete on-device protection powered by Knox vault. | Best Camera with AI ProVisual Engine - Clear, vibrant and stunningly detailed selfies with 12MP front camera. And, with low noise mode reduce grain and enhance crisp details for sharp photos or videos-even in low-light conditions. | Turbocharged Speed - Equipped with our flagship performance processor, hardware based ray-tracing and a 13% larger vapor chamber, now enjoy ultra-smooth gaming, faster responsiveness and more realistic life-like graphics. | Reliable, All-day Battery - Galaxy S25 FE features a long-lasting 4900mAh battery, for all-day performance. It supports fast charging up to 45 W wired charger and wireless charging at up to 15W."
https://www.amazon.in/Samsung-Icyblue-Storage-Snapdragon-Display/dp/B0H3FC1F56/ref=cs_sr_dp_4,"Samsung Galaxy S25 5G (Mint, 12GB RAM, 128GB Storage) | Snapdragon 8 Elite for Galaxy Processor | 50MP Triple Camera | 6.2-inch Dynamic AMOLED 2X Display | 4000mAh Battery | 5G Smartphone",₹58970.,"₹1,199.50",21%,https://m.media-amazon.com/images/I/61NH1aEF+-L._SL1440_.jpg,4.4 out of 5 stars,(210),Samsung,"Powerful Snapdragon 8 Elite for Galaxy Processor Experience flagship-level speed and efficiency with the latest Snapdragon 8 Elite for Galaxy octa-core processor clocked up to 4.47GHz. | 12GB RAM & 128GB Storage Enjoy seamless multitasking, faster app launches, and ample space for photos, videos, games, and apps. | Pro-Grade Triple Camera System Capture every moment in stunning detail with a 50MP main camera, 10MP telephoto lens, and 12MP ultra-wide camera. | 6.2-inch Dynamic AMOLED 2X Display Enjoy vibrant colors, deep contrasts, and smooth visuals on Samsung's premium AMOLED display technology. | 5G Connectivity & Advanced Features Stay connected with ultra-fast 5G speeds, enhanced AI capabilities, and premium Galaxy ecosystem integration. | Premium Design with All-Day Battery The stylish Mint finish, compact form factor, and reliable 4000mAh battery make it ideal for everyday use."
https://www.amazon.in/Samsung-Icyblue-Storage-Snapdragon-Display/dp/B0FNMR6KTQ/ref=cs_sr_dp_5,"Samsung Galaxy S25 FE 5G Smartphone with Galaxy AI (Navy, 8GB RAM, 128GB Storage), 12MP Front Camera, ProVisual Engine, Long Battery Life",₹45499.,₹299.67,24%,https://m.media-amazon.com/images/I/41SkNCz6FXL._SL1440_.jpg,4.4 out of 5 stars,(210),Samsung,"Slimmer, Lighter and Ready to Impress - At just 7.4mm thin and 190 grams light, Galaxy S25 FE is the thinnest and lightest FE yet. Now get more immersive viewing display with slimmest bezel to date along with a floating camera design for a sleek look. Now, it is easier to hold so you can get things done comfortably including hassle free payments through Samsung Wallet. | AI for All - Enter the new era of Galaxy AI with a true AI companion that stays one-step ahead of your needs. Now you can perfect your shots with AI-powered Generative Edit of Photo Assist, remove background noise with Audio Eraser or edit smarter and faster with Auto Trim, seamlessly on the all-new One UI 8.0. And, the best part is you can keep your personal data safe with complete on-device protection powered by Knox vault. | Best Camera with AI ProVisual Engine - Clear, vibrant and stunningly detailed selfies with 12MP front camera. And, with low noise mode reduce grain and enhance crisp details for sharp photos or videos-even in low-light conditions. | Turbocharged Speed - Equipped with our flagship performance processor, hardware based ray-tracing and a 13% larger vapor chamber, now enjoy ultra-smooth gaming, faster responsiveness and more realistic life-like graphics. | Reliable, All-day Battery - Galaxy S25 FE features a long-lasting 4900mAh battery, for all-day performance. It supports fast charging up to 45 W wired charger and wireless charging at up to 15W."
https://www.amazon.in/Samsung-Icyblue-Storage-Snapdragon-Display/dp/B0H3FN92VB/ref=cs_sr_dp_6,"Samsung Galaxy S25 5G (Silver Shadow, 12GB RAM, 128GB Storage) | Snapdragon 8 Elite for Galaxy Processor | 50MP Triple Camera | 6.2-inch Dynamic AMOLED 2X Display | 4000mAh Battery | 5G Smartphone",₹59250.,N/A,21%,https://m.media-amazon.com/images/I/61-uXPqYAlL._SL1440_.jpg,4.4 out of 5 stars,(210),Samsung,"Snapdragon 8 Elite for Galaxy Processor Enjoy flagship-level performance with an advanced octa-core processor clocked up to 4.47GHz for smooth gaming and multitasking. | 12GB RAM + 128GB Storage Experience faster app launches, seamless multitasking, and ample storage for your files, photos, and videos. | Advanced Triple Rear Camera Capture stunning photos with a 50MP primary camera, 10MP telephoto lens, and 12MP ultra-wide camera. | 6.2-inch Dynamic AMOLED 2X Display Enjoy vivid colors, sharp details, and fluid visuals on Samsung's premium display technology. | Fast 5G Connectivity Stay connected with ultra-fast download speeds, low latency, and enhanced network performance. | Premium Silver Shadow Design Elegant Silver Shadow finish paired with a lightweight and durable design for everyday comfort."
https://www.amazon.in/realme-Thunder-7000mAh-Battery-Octa-core/dp/B0GTRM616F/ref=sr_1_9,"realme narzo 100 Lite 5G (Thunder Black,4GB+128GB) | 7000mAh Titan Battery | 4 Years, Zero Lag | 144 Hz Ultra Bright Display | 6 nm Octa-core 5G Chipset | Color Pop Design | VC Cooling",₹16499.,"₹4,47,000.00",41%,https://m.media-amazon.com/images/I/81VLfISX7NL._SL1500_.jpg,4.1 out of 5 stars,(150),realme,"7000mAh Battery Smartphone: realme NARZO 100 Lite 5G packs a 7000mAh Titan Battery for up to 140 hrs music, 22 hrs WhatsApp, and 11+ hrs gaming. | 144 Hz Ultra Bright Display: realme NARZO 100 Lite 5G features a 17.27 cm (6.8"") 144Hz Ultra Bright Display with 900 nits brightness and DC Dimming for smooth, clear viewing. | 4 Years, Zero Lag: realme NARZO 100 Lite 5G with Flux Engine + AI Boost ensures 4-Year Zero-Lag with faster, smoother, and more efficient performance. | Up to 14GB Dynamic RAM & 128GB ROM: realme NARZO 100 Lite 5G offers up to 14GB Dynamic RAM + 128GB ROM for seamless multitasking and storage. | 6 nm Octa-core 5G Chipset: realme NARZO 100 Lite 5G powered by Dimensity 6300 (6nm) with 560K+ AnTuTu score delivers powerful, long-term performance."
https://www.amazon.in/realme-Thunder-7000mAh-Battery-Octa-core/dp/B0GTRHJYYF/ref=cs_sr_dp_2,"realme narzo 100 Lite 5G (Frost Silver,4GB+128GB) | 7000mAh Titan Battery | 4 Years, Zero Lag | 144 Hz Ultra Smooth Display | 6 nm Octa-core 5G Chipset | Color Pop Design | VC Cooling",₹16499.,"₹4,47,000.00",41%,https://m.media-amazon.com/images/I/81vHnwGKVSL._SL1500_.jpg,4.1 out of 5 stars,(150),realme,"7000mAh Battery Smartphone: realme NARZO 100 Lite 5G packs a 7000mAh Titan Battery for up to 140 hrs music, 22 hrs WhatsApp, and 11+ hrs gaming. | 144 Hz Ultra Bright Display: realme NARZO 100 Lite 5G features a 17.27 cm (6.8"") 144Hz Ultra Bright Display with 900 nits brightness and DC Dimming for smooth, clear viewing. | 4 Years, Zero Lag: realme NARZO 100 Lite 5G with Flux Engine + AI Boost ensures 4-Year Zero-Lag with faster, smoother, and more efficient performance. | Up to 14GB Dynamic RAM & 128GB ROM: realme NARZO 100 Lite 5G offers up to 14GB Dynamic RAM + 128GB ROM for seamless multitasking and storage. | 6 nm Octa-core 5G Chipset: realme NARZO 100 Lite 5G powered by Dimensity 6300 (6nm) with 560K+ AnTuTu score delivers powerful, long-term performance."
https://www.amazon.in/OnePlus-Segments-Dimensity-Processor-Recording/dp/B0GVYXPZBS/ref=sr_1_10,"OnePlus Nord CE6 Lite | 8GB+128GB | Hyper Black | Segment's Fastest Dimensity 7400 Apex Processor | 7000mAh Battery | Segment's Highest 144Hz Refresh Rate | 50MP Main Camera, 4K Video Recording",₹27999.,"₹19,900.00",18%,https://m.media-amazon.com/images/I/61T18EfkX0L._SL1500_.jpg,4.2 out of 5 stars,(784),OnePlus,"Segment's fastest phone with 1.03Mn+ AnTuTu score: MediaTek Dimensity 7400 Apex Processor with enhanced performance, an advanced power-efficient chip, delivering smoother multitasking, faster app launches, and a lag-free everyday experience. | Massive 7000mAh Battery: More Power, Less Charging. Power that lasts up to 2 days with a massive 7000mAh battery, backed by 45W SUPERVOOC fast charging for quick top-ups. Enjoy up to 81.7 hours of music playback, 26.2 hours of YouTube streaming, and 11.7 hours of video calls on a full charge. Even a quick 10-minute charge gives you up to 7.5 hours of calls, 2.2 hours of YouTube, and 1.4 hours of gaming. | Segment's highest FPS for gaming: Experience the segment’s highest FPS for gaming with up to 144 FPS support for ultra-smooth, responsive gameplay and up to 90 FPS for top-rated shooters. Stay ahead with faster reactions and seamless performance. Plus, a category-leading 5,300 mm² VC cooling system and 5G++ network to keep your intense gaming cool and smooth, ensuring stable performance so you can play longer and win more. | Segment's highest 144Hz refresh rate display: Enjoy a super-smooth 144Hz display that delivers fast, fluid visuals in every swipe. Experience clear viewing even in bright sunlight with up to 1000 nits peak brightness for an immersive experience. With Aqua Touch for precise control, even with wet or oil fingers, everything feels fast, clear, and effortless. | 4K video recording. Triple Camera. Made for Every Moment: 50MP main camera, 8MP front camera, and 2MP depth-assist camera, built to capture every moment with clarity. Capture every moment in 4K at 30 FPS with sharper detail and smoother motion. Bring memories to life with 4K Motion Photos, rich, vivid, and ready to replay. | Smoothness for 5 Years, Built for You: Real-world toughness meets military-grade durability, built to stay fast and smooth for 5 years."
https://www.amazon.in/OnePlus-Segments-Dimensity-Processor-Recording/dp/B0GVYGLNH7/ref=cs_sr_dp_2,"OnePlus Nord CE6 Lite | 8GB+128GB | Vivid Mint | Segment's Fastest Dimensity 7400 Apex Processor | 7000mAh Battery | Segment's Highest 144Hz Refresh Rate | 50MP Main Camera, 4K Video Recording",₹27999.,N/A,18%,https://m.media-amazon.com/images/I/61bbly9wcKL._SL1500_.jpg,4.2 out of 5 stars,(784),OnePlus,"Segment's fastest phone with 1.03Mn+ AnTuTu score: MediaTek Dimensity 7400 Apex Processor with enhanced performance, an advanced power-efficient chip, delivering smoother multitasking, faster app launches, and a lag-free everyday experience. | Massive 7000mAh Battery: More Power, Less Charging. Power that lasts up to 2 days with a massive 7000mAh battery, backed by 45W SUPERVOOC fast charging for quick top-ups. Enjoy up to 81.7 hours of music playback, 26.2 hours of YouTube streaming, and 11.7 hours of video calls on a full charge. Even a quick 10-minute charge gives you up to 7.5 hours of calls, 2.2 hours of YouTube, and 1.4 hours of gaming. | Segment's highest FPS for gaming: Experience the segment’s highest FPS for gaming with up to 144 FPS support for ultra-smooth, responsive gameplay and up to 90 FPS for top-rated shooters. Stay ahead with faster reactions and seamless performance. Plus, a category-leading 5,300 mm² VC cooling system and 5G++ network to keep your intense gaming cool and smooth, ensuring stable performance so you can play longer and win more. | Segment's highest 144Hz refresh rate display: Enjoy a super-smooth 144Hz display that delivers fast, fluid visuals in every swipe. Experience clear viewing even in bright sunlight with up to 1000 nits peak brightness for an immersive experience. With Aqua Touch for precise control, even with wet or oil fingers, everything feels fast, clear, and effortless. | 4K video recording. Triple Camera. Made for Every Moment: 50MP main camera, 8MP front camera, and 2MP depth-assist camera, built to capture every moment with clarity. Capture every moment in 4K at 30 FPS with sharper detail and smoother motion. Bring memories to life with 4K Motion Photos, rich, vivid, and ready to replay. | Smoothness for 5 Years, Built for You: Real-world toughness meets military-grade durability, built to stay fast and smooth for 5 years."
https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5Y7QBF/ref=sr_1_11,"REDMI A7 Pro 5G (Mist Blue, 4GB RAM, 64GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",₹14999.,"₹4,47,000.00",6%,https://m.media-amazon.com/images/I/71eQsL8sqcL._SL1500_.jpg,3.4 out of 5 stars,(877),Redmi,Segment's Fastest Processor - Octa-core 5G Processor | Segment's Largest 17.53cm(6.9) & Smoothest 120Hz Display | Segment's only Triple TUV certified display | Segment's Largest 6300mAh Battery | 15W Quick Charging | 7.5W Wired Reversed Charging | 200% Volume Boost | 32MP AI Dual Camera | 8MP Selfie Shooter | Google Gemini and Circle to Search | HyperOS3 with Xiaomi HyperIsland
https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5SM6JR/ref=cs_sr_dp_2,"REDMI A7 Pro 5G (Black, 4GB RAM, 64GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",₹14999.,"₹4,47,000.00",N/A,https://m.media-amazon.com/images/I/71AjkPyeFiL._SL1500_.jpg,3.4 out of 5 stars,(877),Redmi,Segment's Fastest Processor - Octa-core 5G Processor | Segment's Largest 17.53cm(6.9) & Smoothest 120Hz Display | Segment's only Triple TUV certified display | Segment's Largest 6300mAh Battery | 15W Quick Charging | 7.5W Wired Reversed Charging | 200% Volume Boost | 32MP AI Dual Camera | 8MP Selfie Shooter | Google Gemini and Circle to Search | HyperOS3 with Xiaomi HyperIsland
https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5N7M97/ref=cs_sr_dp_3,"REDMI A7 Pro 5G (Sunset Orange, 4GB RAM, 64GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",₹14999.,"₹4,47,000.00",6%,https://m.media-amazon.com/images/I/71vHxfQK6SL._SL1500_.jpg,3.4 out of 5 stars,(877),Redmi,Segment's Fastest Processor - Octa-core 5G Processor | Segment's Largest 17.53cm(6.9) & Smoothest 120Hz Display | Segment's only Triple TUV certified display | Segment's Largest 6300mAh Battery | 15W Quick Charging | 7.5W Wired Reversed Charging | 200% Volume Boost | 32MP AI Dual Camera | 8MP Selfie Shooter | Google Gemini and Circle to Search | HyperOS3 with Xiaomi HyperIsland
https://www.amazon.in/Samsung-Storage-Smoothest-Refresh-Upgrades/dp/B0GN16HF5W/ref=sr_1_12,"Samsung Galaxy M17e 5G Mobile (Blitz Blue, 6GB RAM, 128GB Storage) | Smoothest 120 Hz Refresh Rate| Monster 6000 mAh Battery | IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Without Charger",₹14999.,N/A,29%,https://m.media-amazon.com/images/I/71Bh3UaqszL._SL1500_.jpg,4.0 out of 5 stars,(501),Samsung,"Segment Smoothest Smartphone - 120 Hz Refresh Rate for a smooth scrolling experience, 6.7 Inch display with HD+ Resolution, Adaptive Brightness automatically adjusts screen brightness optimising visibility and saving battery life. 8.2mm sleek with Key Island Design. | Segment Longest 26-Hour Video Playback - Powered by a 6000 mAh Lithium-ion Battery, Segment-Leading Fast Charging Support of 25W. Its Adaptive Battery Technology automatically puts apps in sleeping or deep sleeping modes based on your usage, ensuring they do not drain your battery life in the background. | Segment Leading MediaTek Dimensity 6300 processor with Latest Android 16 Operating System having One UI 8.0, 2.4GHz, 2GHz Clock Speed with Octa-Core Processor, Upto 6GB of RAM, Memory Expandable upto 2 TB. | Galaxy M17e 5G comes with High resolution 50 MP Dual Camera. It allows you to take stunning and brighter pictures and videos. With its Secondary camera, you can capture sharper and clearer portrait pictures. Its Night Mode and F1.8 aperture allow more light to enter capturing sharper and brighter output even in low light. | Galaxy M17e 5G is Water and Dust resistant with IP54 ensuring protection against accidental splashes and dusty environments. Segment Best 6 Generations of OS upgrades and 6 years of Security Upgrades, Samsung Knox Vault for Software and Hardware Security, AI features of Google Gemini, Circle to Search with Google."
https://www.amazon.in/Samsung-Storage-Smoothest-Refresh-Upgrades/dp/B0GN1GWMBD/ref=cs_sr_dp_2,"Samsung Galaxy M17e 5G Mobile (Vibe Violet, 6GB RAM, 128GB Storage) | Smoothest 120 Hz Refresh Rate| Monster 6000 mAh Battery | IP54 | 6 Gen OS Upgrades | AI | Gemini Live | Without Charger",₹14999.,₹82.25,29%,https://m.media-amazon.com/images/I/7167KfKpKuL._SL1500_.jpg,4.0 out of 5 stars,(501),Samsung,"Segment Smoothest Smartphone - 120 Hz Refresh Rate for a smooth scrolling experience, 6.7 Inch display with HD+ Resolution, Adaptive Brightness automatically adjusts screen brightness optimising visibility and saving battery life. 8.2mm sleek with Key Island Design. | Segment Longest 26-Hour Video Playback - Powered by a 6000 mAh Lithium-ion Battery, Segment-Leading Fast Charging Support of 25W. Its Adaptive Battery Technology automatically puts apps in sleeping or deep sleeping modes based on your usage, ensuring they do not drain your battery life in the background. | Segment Leading MediaTek Dimensity 6300 processor with Latest Android 16 Operating System having One UI 8.0, 2.4GHz, 2GHz Clock Speed with Octa-Core Processor, Upto 6GB of RAM, Memory Expandable upto 2 TB. | Galaxy M17e 5G comes with High resolution 50 MP Dual Camera. It allows you to take stunning and brighter pictures and videos. With its Secondary camera, you can capture sharper and clearer portrait pictures. Its Night Mode and F1.8 aperture allow more light to enter capturing sharper and brighter output even in low light. | Galaxy M17e 5G is Water and Dust resistant with IP54 ensuring protection against accidental splashes and dusty environments. Segment Best 6 Generations of OS upgrades and 6 years of Security Upgrades, Samsung Knox Vault for Software and Hardware Security, AI features of Google Gemini, Circle to Search with Google."
https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5Y6BD3/ref=sr_1_13,"REDMI A7 Pro 5G (Mist Blue, 4GB RAM,128GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",₹15999.,"₹4,47,000.00",6%,https://m.media-amazon.com/images/I/71eQsL8sqcL._SL1500_.jpg,3.4 out of 5 stars,(877),Redmi,Segment's Fastest Processor - Octa-core 5G Processor | Segment's Largest 17.53cm(6.9) & Smoothest 120Hz Display | Segment's only Triple TUV certified display | Segment's Largest 6300mAh Battery | 15W Quick Charging | 7.5W Wired Reversed Charging | 200% Volume Boost | 32MP AI Dual Camera | 8MP Selfie Shooter | Google Gemini and Circle to Search | HyperOS3 with Xiaomi HyperIsland
https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5M4VMH/ref=cs_sr_dp_2,"REDMI A7 Pro 5G (Black, 4GB RAM,128GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",₹15999.,"₹4,47,000.00",6%,https://m.media-amazon.com/images/I/71AjkPyeFiL._SL1500_.jpg,3.4 out of 5 stars,(877),Redmi,Segment's Fastest Processor - Octa-core 5G Processor | Segment's Largest 17.53cm(6.9) & Smoothest 120Hz Display | Segment's only Triple TUV certified display | Segment's Largest 6300mAh Battery | 15W Quick Charging | 7.5W Wired Reversed Charging | 200% Volume Boost | 32MP AI Dual Camera | 8MP Selfie Shooter | Google Gemini and Circle to Search | HyperOS3 with Xiaomi HyperIsland
https://www.amazon.in/Storage-Segments-Fastest-Processor-Smoothest/dp/B0GS5V95DB/ref=cs_sr_dp_3,"REDMI A7 Pro 5G (Sunset Orange, 4GB RAM,128GB Storage) | Segment's Fastest Processor | Segment's Largest Battery | Segment's Largest & Smoothest 6.9in 120Hz Display",₹15999.,"₹4,47,000.00",6%,https://m.media-amazon.com/images/I/71vHxfQK6SL._SL1500_.jpg,3.4 out of 5 stars,(877),Redmi,Segment's Fastest Processor - Octa-core 5G Processor | Segment's Largest 17.53cm(6.9) & Smoothest 120Hz Display | Segment's only Triple TUV certified display | Segment's Largest 6300mAh Battery | 15W Quick Charging | 7.5W Wired Reversed Charging | 200% Volume Boost | 32MP AI Dual Camera | 8MP Selfie Shooter | Google Gemini and Circle to Search | HyperOS3 with Xiaomi HyperIsland
